类别,名称,细类,距离_km,纬度,经度,地址,OSM类型,OSM_id,来源
学校,西咸新区沣西新沣幼儿园,school,3.8,34.262887,108.702676,,way,1317051457,OpenStreetMap
学校,秦都英才学校,school,3.87,34.327482,108.730555,,way,1547506416,OpenStreetMap
学校,格森贝幼儿园,kindergarten,4.05,34.299153,108.75589,秦都区,way,1018450229,OpenStreetMap
学校,咸阳市秦都区沣东办沣水园小学,school,4.18,34.297061,108.757532,秦都区,way,970265901,OpenStreetMap
学校,王寺五一小学,school,5.0,34.279033,108.762324,长安区,way,1001941845,OpenStreetMap
学校,西咸国际文化教育园第一小学,school,5.02,34.251215,108.716466,长安区,way,999987913,OpenStreetMap
学校,沣东新城国润幼儿园,kindergarten,5.08,34.314041,108.762881,秦都区 创新二路,way,970259883,OpenStreetMap
学校,文教园第一幼儿园,kindergarten,5.11,34.250676,108.719685,长安区,way,999987917,OpenStreetMap
学校,创新港西安交通大学附属幼儿园,school,5.76,34.258235,108.669272,,way,1022283653,OpenStreetMap
学校,创新港西安交通大学附属小学,school,5.89,34.258526,108.667013,,way,1022283650,OpenStreetMap
学校,创新港西安交通大学附属中学,school,5.92,34.255627,108.670323,秦都区,way,962000806,OpenStreetMap
学校,陕西工业职业技术大学,university,5.95,34.34969,108.710211,渭城区 文汇西路 12,way,1444282081,OpenStreetMap
学校,西藏民族大学附属中学,school,6.03,34.34811,108.73089,,way,982445777,OpenStreetMap
学校,西安市长安区王寺镇黄堆小学,school,6.15,34.288959,108.778378,长安区,way,970316389,OpenStreetMap
学校,咸阳铁小/咸阳铁中,school,6.28,34.352398,108.71884,渭城区 毕塬西路 3 号,way,1446705532,OpenStreetMap
学校,西电技师学院,school,6.28,34.309455,108.778468,,way,292585509,OpenStreetMap
学校,沣东新城第一初级中学,school,6.29,34.269303,108.772231,长安区 科源一路,way,1001941807,OpenStreetMap
学校,西藏民族大学渭城校区,university,6.32,34.351464,108.728199,,way,982445771,OpenStreetMap
学校,陕师大奥林匹克花园学校,school,6.34,34.317357,108.776102,秦都区 上林路（南段）,way,153518104,OpenStreetMap
学校,西安沣东第一学校,school,6.35,34.272071,108.774597,长安区 科源东路 68,way,970316395,OpenStreetMap
学校,咸阳铁小第二学校,school,6.4,34.353735,108.713821,渭城区 毕塬西路,node,13266952720,OpenStreetMap
学校,创新港第一幼儿园,kindergarten,6.42,34.257782,108.659787,秦都区 东银杏路,way,1017709045,OpenStreetMap
学校,奥林匹克花园幼儿园,kindergarten,6.69,34.314901,108.781254,,node,1661874923,OpenStreetMap
学校,沣东第一幼儿园,kindergarten,6.75,34.268506,108.777422,长安区 科源路,way,1001941794,OpenStreetMap
学校,咸阳中学,school,6.88,34.354013,108.738795,东风路 34,node,3266250400,OpenStreetMap
学校,西安交通大学(创新港校区),university,6.98,34.257549,108.652148,长安区,way,492791467,OpenStreetMap
学校,西工大附小（阳光城分校）,school,7.15,34.327879,108.779775,,way,1271910391,OpenStreetMap
学校,和盛花园幼儿园,kindergarten,7.34,34.283471,108.790354,长安区 太平路,way,1019747231,OpenStreetMap
学校,咸阳师范学院,university,7.5,34.362914,108.724044,渭城区 文林路 1 号,way,982445778,OpenStreetMap
学校,高新一中西咸新区第一初级中学,school,7.69,34.327114,108.786909,,way,1271910389,OpenStreetMap
学校,西咸新区沣东新城第七幼儿园,kindergarten,7.81,34.326827,108.78858,,way,1271910390,OpenStreetMap
学校,高新一中西咸新区第一小学,school,7.81,34.327994,108.787813,,way,1271910370,OpenStreetMap
学校,沣东第五小学,school,7.9,34.283892,108.796682,未央区 征和三路,way,969239166,OpenStreetMap
学校,落水小学,school,7.93,34.242889,108.769272,长安区 连共线,way,997740464,OpenStreetMap
学校,西咸新区铁一中金湾中学,school,8.08,34.342418,108.77989,,way,1271910365,OpenStreetMap
学校,西安交通工程学校,college,8.65,34.263154,108.797248,长安区,way,1001156464,OpenStreetMap
学校,西藏民族大学秦汉校区,university,9.01,34.373906,108.739758,,way,982445779,OpenStreetMap
学校,王寺小学,school,9.15,34.261674,108.802397,长安区 69,way,1019918498,OpenStreetMap
学校,西安轨道交通技师学院,college,9.38,34.236819,108.784549,长安区,way,997705281,OpenStreetMap
学校,沣东第二幼儿园,kindergarten,9.49,34.30234,108.815039,未央区,way,969242839,OpenStreetMap
学校,沣东第四小学,school,9.73,34.290457,108.817645,未央区 天台路 107,way,1020491335,OpenStreetMap
学校,西安沣东中加学校,school,9.8,34.234264,108.787812,长安区 汉池路 8,way,997705270,OpenStreetMap
学校,沣东第六小学,school,9.84,34.233649,108.787809,长安区,way,997705274,OpenStreetMap
学校,车张村小学,school,9.91,34.288389,108.819509,未央区,way,1020491340,OpenStreetMap
学校,博恩思幼儿园,kindergarten,9.95,34.290934,108.820144,未央区,way,1020491329,OpenStreetMap
学校,沣东实验小学,school,9.96,34.256115,108.808997,未央区 44,way,1019884056,OpenStreetMap
学校,沣东第六初级中学,school,9.96,34.238646,108.795068,长安区 镐京大道,way,997664916,OpenStreetMap
学校,沣东第六幼儿园,kindergarten,10.17,34.232146,108.790944,长安区,way,997664964,OpenStreetMap
学校,豆丁堡幼儿园(西围新嘉园东区西南),kindergarten,10.21,34.255373,108.8115,未央区,way,1019884066,OpenStreetMap
学校,中幼阳光力奥幼儿园,kindergarten,10.23,34.268194,108.818006,未央区 天台三路 6,way,1019918507,OpenStreetMap
学校,渊博幼儿园,kindergarten,10.25,34.273364,108.820054,未央区 天台四路,way,1019918513,OpenStreetMap
学校,陕西沣东伊诺幼儿园,kindergarten,10.29,34.268192,108.81874,未央区 天台三路,way,1019918509,OpenStreetMap
学校,武警工程大学,university,10.4,34.283189,108.824056,,way,292598209,OpenStreetMap
学校,西安高新一中沣东中学,school,10.6,34.259629,108.81853,未央区 沣东大道 1066,way,997806648,OpenStreetMap
学校,沣东第三小学,school,10.82,34.335206,108.81995,,way,608396483,OpenStreetMap
学校,沣东新城和平小学,school,11.07,34.258897,108.823726,未央区 和平工业园二号路,way,997806640,OpenStreetMap
学校,沣东二中,school,11.19,34.28509,108.83305,未央区 阿房四路,way,970362687,OpenStreetMap
学校,西咸新区秦汉新城秦兴小学,school,11.24,34.39598,108.692467,,way,1236768521,OpenStreetMap
学校,西安市车辆中学,school,11.65,34.300164,108.838752,,way,1123507283,OpenStreetMap
学校,西安立讯科技技师学院,college,11.73,34.24334,108.82249,雁塔区 鱼跃路 1,way,997653245,OpenStreetMap
学校,西咸新区沣东新城北何村小学,school,11.78,34.279013,108.83849,未央区 80,way,970393258,OpenStreetMap
学校,大王初级中学,school,11.84,34.206952,108.641801,,way,458853455,OpenStreetMap
学校,阿房路二校,school,11.86,34.283834,108.840188,未央区 阿房四路 140,way,970369856,OpenStreetMap
学校,西安车辆厂小学,school,11.87,34.301152,108.841066,,way,1123507284,OpenStreetMap
学校,西安沣东阿房路学校,school,11.92,34.278898,108.84002,未央区 阿房三路,way,970393259,OpenStreetMap
学校,沣东新城西纺幼儿园,kindergarten,12.02,34.277534,108.840868,未央区 阿房二路,way,970393260,OpenStreetMap
学校,格林阿房幼儿园,kindergarten,12.19,34.283875,108.843889,未央区,way,970369860,OpenStreetMap
学校,大王镇中心学校,school,12.2,34.205965,108.636486,,way,458853454,OpenStreetMap
学校,咸阳市高新梦桃学校小学部,school,12.21,34.297959,108.579129,,way,1547747731,OpenStreetMap
学校,沣东新城阿房路三校,school,12.21,34.27738,108.842972,未央区,way,970393263,OpenStreetMap
学校,弘正教育睿阳幼儿园,kindergarten,12.36,34.245611,108.831822,雁塔区 大寨路,way,997643619,OpenStreetMap
学校,西安高新区第十九小学,school,12.4,34.232452,108.822684,雁塔区 天谷三路,way,996661626,OpenStreetMap
学校,秦汉新城摆旗幼儿园,school,12.54,34.390092,108.787569,,way,1347687200,OpenStreetMap
学校,宿舍,school,12.55,34.213037,108.619713,,way,451582164,OpenStreetMap
学校,教学楼,school,12.57,34.212854,108.619608,,way,451582163,OpenStreetMap
学校,户县善慧小学,school,12.6,34.212766,108.61916,,way,448817087,OpenStreetMap
学校,吉的堡金色悦城幼儿园(万科金色悦城店),kindergarten,12.78,34.287441,108.85074,未央区 枣园西路,way,970369864,OpenStreetMap
学校,吉的堡花都幼儿园,kindergarten,12.83,34.243567,108.836282,雁塔区 西三环,way,997643604,OpenStreetMap
学校,高新区第四初级中学,school,12.84,34.231777,108.828016,雁塔区,way,996661612,OpenStreetMap
学校,品格石桥欣苑幼儿园,kindergarten,13.05,34.243379,108.838842,雁塔区 西三环,way,997643541,OpenStreetMap
学校,爱格林万国远鉴幼儿园,kindergarten,13.05,34.283751,108.853293,枣园西路 219,way,970369876,OpenStreetMap
学校,户县元村小学,school,13.06,34.21809,108.605913,,way,448778230,OpenStreetMap
学校,亿润幼儿园,kindergarten,13.15,34.267354,108.850786,莲湖区 大庆路 81,way,970571277,OpenStreetMap
学校,西安高新区第十八小学,school,13.17,34.234572,108.834402,雁塔区 天谷一路,way,996661645,OpenStreetMap
学校,沣东新城阿房路一校,school,13.18,34.273288,108.852799,莲湖区 阿房二路,way,970526622,OpenStreetMap
学校,三印幼儿园,kindergarten,13.2,34.272275,108.852772,莲湖区 大庆路,way,970526619,OpenStreetMap
学校,西安市雁塔区第十九幼儿园,kindergarten,13.36,34.241212,108.84131,雁塔区 石桥二路,way,997516859,OpenStreetMap
学校,西咸新区沣东新城西城中学,school,13.37,34.271319,108.854378,莲湖区 大庆路 985,way,970526621,OpenStreetMap
学校,西安市莲湖区远东实验小学,school,13.48,34.287781,108.858379,莲湖区 立信路 999,way,970369874,OpenStreetMap
学校,西安金色童年二幼,kindergarten,13.55,34.279109,108.858003,莲湖区 枣园西路,way,970380766,OpenStreetMap
学校,西安职业技术学院,college,13.56,34.228676,108.834853,雁塔区 鱼斗路 251,way,452594098,OpenStreetMap
学校,六村堡小学,school,13.58,34.33623,108.851658,,way,608396449,OpenStreetMap
学校,西安高新区第二十小学,school,13.58,34.222374,108.829676,雁塔区 天谷五路,way,996109780,OpenStreetMap
学校,西安远东二中(丰隆路),school,13.67,34.274051,108.858387,莲湖区 丰盛路,way,970380771,OpenStreetMap
学校,西安市莲湖第二学校,school,13.72,34.287702,108.861003,,way,1329514603,OpenStreetMap
学校,西安莲湖东尚观湖幼儿园,kindergarten,13.72,34.264343,108.856288,莲湖区 团结西路 28,way,970594677,OpenStreetMap
学校,高新区第十五幼儿园,kindergarten,13.81,34.221931,108.832495,雁塔区 天谷五路,way,996109756,OpenStreetMap
学校,西安市莲湖区远东第二小学,school,13.83,34.27681,108.860707,莲湖区 枣园西路 40,way,970380770,OpenStreetMap
学校,格琳堡幼儿园,kindergarten,13.84,34.273082,108.859994,莲湖区,way,970380773,OpenStreetMap
学校,远东第二小学分校,school,13.98,34.274563,108.861895,莲湖区 金曹路,way,970380783,OpenStreetMap
学校,中航华府幼儿园,kindergarten,13.99,34.245076,108.851107,雁塔区 阿房路,way,997643591,OpenStreetMap
学校,冶金幼儿园,kindergarten,14.01,34.276129,108.862542,莲湖区 枣园西路 38,way,970380780,OpenStreetMap
学校,真美幼儿园,kindergarten,14.01,34.285147,108.86392,莲湖区 崇勇路,way,970369871,OpenStreetMap
学校,品格铭城幼儿园,kindergarten,14.07,34.248134,108.853677,雁塔区 大寨路,way,298285380,OpenStreetMap
学校,西安高新区第十小学,school,14.07,34.228973,108.841755,雁塔区,way,997516798,OpenStreetMap
学校,西安高新区第二十五幼儿园,kindergarten,14.13,34.219466,108.834542,雁塔区 云水一路,way,996109747,OpenStreetMap
学校,陕西信息工业技师学院,college,14.14,34.241256,108.850733,雁塔区 富裕路 139,way,973297632,OpenStreetMap
学校,吉的堡鸿锦城幼儿园,kindergarten,14.15,34.227644,108.841745,雁塔区 化龙三路,way,997516785,OpenStreetMap
学校,陕西师范大学铭城小学,school,14.23,34.247654,108.855277,雁塔区 大寨路,way,973443831,OpenStreetMap
学校,西安市雁塔区大寨小学,school,14.31,34.247102,108.855915,雁塔区 大寨路 9,way,973443830,OpenStreetMap
学校,西咸新区空港新城第一学校,school,14.34,34.413301,108.777327,,way,608397397,OpenStreetMap
学校,莱恩启智园,kindergarten,14.38,34.23874,108.852208,雁塔区 富裕路,way,973309577,OpenStreetMap
学校,西安外事学院北校区-龙腾书院,school,14.4,34.242227,108.854407,雁塔区 富裕路 81,way,1414718632,OpenStreetMap
学校,陕西新东方烹饪培训学校,college,14.42,34.360855,108.848078,未央区 尚苑路,way,976710898,OpenStreetMap
学校,育为麒麟山幼儿园,kindergarten,14.44,34.247502,108.857687,雁塔区 大寨路,way,997643584,OpenStreetMap
学校,西安外事学院（北校区）,university,14.44,34.241245,108.854347,雁塔区 富裕路 81,way,452594096,OpenStreetMap
学校,西咸新区空港新城枫叶学校,school,14.48,34.415546,108.775214,,way,1210584841,OpenStreetMap
学校,空港新城花园小学,school,14.49,34.426474,108.714369,,way,1270345896,OpenStreetMap
学校,西安工业经济职业学校,college,14.5,34.362006,108.848293,未央区 草滩十路 758,way,976997013,OpenStreetMap
学校,贝思塔幼儿园,kindergarten,14.53,34.229412,108.84787,雁塔区,way,997516830,OpenStreetMap
学校,西安高新区第十二小学,school,14.56,34.235951,108.852729,雁塔区 经九路,way,973309580,OpenStreetMap
学校,西安市第五十二中学,school,14.61,34.226001,108.846409,雁塔区 鱼斗路 275,way,991743349,OpenStreetMap
学校,西安博迪中学,school,14.75,34.228417,108.849944,雁塔区 鱼斗路 188,way,973297627,OpenStreetMap
学校,博迪小学,school,14.83,34.248485,108.862663,雁塔区 大寨路,way,973443834,OpenStreetMap
学校,雁塔区至臻幼儿园,kindergarten,14.83,34.249206,108.863081,雁塔区 昆明池路 2,way,973443835,OpenStreetMap
学校,西安市雁塔区第六小学,school,14.87,34.244037,108.861009,,way,1329421634,OpenStreetMap
学校,高新区第十四小学,school,14.88,34.219338,108.844599,雁塔区 化龙三路 2288,way,992001967,OpenStreetMap
学校,渭丰初级中学,school,14.92,34.202739,108.595471,,way,457645117,OpenStreetMap
学校,西安利君医药技工学校,school,14.96,34.26144,108.869289,莲湖区 丰镐西路 181,way,970610666,OpenStreetMap
学校,陕西工业职业技术学院（新校区）,college,15.03,34.408781,108.621442,,relation,16713357,OpenStreetMap
政府机构,沣西新城管委会,government,0.33,34.293644,108.710088,秦都区 尚业路,way,1018709805,OpenStreetMap
政府机构,钓台街道办事处,government,0.65,34.301526,108.714848,秦都区,way,1018741366,OpenStreetMap
政府机构,西咸新区消防救援支队沣西新城大队,fire_station,1.81,34.281878,108.702625,秦都区,way,1018214837,OpenStreetMap
政府机构,咸阳市政协,government,3.93,34.330771,108.702944,,way,1206420880,OpenStreetMap
政府机构,咸阳市人民政府,government,3.97,34.331314,108.704366,,node,11487022270,OpenStreetMap
政府机构,咸阳市秦都区人民政府,government,3.99,34.331043,108.70158,秦都区 渭阳中路 1,node,11487022269,OpenStreetMap
政府机构,沣柳路派出所,police,5.83,34.244823,108.724424,长安区 沣柳路,way,999939782,OpenStreetMap
政府机构,西北医疗器械一厂,community_centre,6.27,34.352468,108.716225,,node,4804291023,OpenStreetMap
政府机构,沣东新城管委会,government,6.38,34.264299,108.769728,长安区,way,1001795246,OpenStreetMap
政府机构,大王派出所,police,6.53,34.257051,108.659011,,way,1543131609,OpenStreetMap
政府机构,沣东消防中队,fire_station,7.78,34.255852,108.781202,长安区 王寺东街,way,1001156496,OpenStreetMap
政府机构,西咸新区创新港消防管救援站,fire_station,7.8,34.251989,108.64616,,way,1317516095,OpenStreetMap
政府机构,西安市公安局沣东新城分局,police,7.85,34.254721,108.781132,长安区,way,1001156490,OpenStreetMap
政府机构,西安交通警察支队未央大队,police,9.09,34.288095,108.810501,未央区 天台八路,way,1019931478,OpenStreetMap
政府机构,阿房宫公安检查站,police,9.64,34.253402,108.80319,长安区 连霍高速,way,998170349,OpenStreetMap
政府机构,西安市未央区三桥街道办事处,government,10.49,34.293627,108.826203,未央区 三桥新街 139,way,1020491381,OpenStreetMap
政府机构,三桥新街派出所,police,10.79,34.291563,108.829355,未央区 三桥新街 123,way,1020491373,OpenStreetMap
政府机构,西安市雁塔区漳浒街道办事处,government,11.14,34.243662,108.815261,雁塔区 鱼跃路,way,997653263,OpenStreetMap
政府机构,中共鱼化工业园工作委员会,government,11.49,34.238866,108.815993,雁塔区 富源四路,way,997653271,OpenStreetMap
政府机构,中国邮政,post_office,12.25,34.284011,108.8445,未央区 阿房四路,node,8980017744,OpenStreetMap
政府机构,西安邮区中心局草滩邮件处理中心,post_office,12.44,34.360334,108.823015,,node,4368954189,OpenStreetMap
政府机构,西安市公安局雁塔分局昆明路派出所,police,12.52,34.239356,108.8296,雁塔区 富源二路 2,way,997653252,OpenStreetMap
政府机构,西安汉长安城国家大遗址保护特区管理委员会,government,13.91,34.308064,108.862802,,way,1218226184,OpenStreetMap
政府机构,西安市枣园派出所,police,14.07,34.273963,108.862743,莲湖区,way,970380761,OpenStreetMap
