类别,名称,细类,距离_km,纬度,经度,地址,OSM类型,OSM_id,来源
住宅区,西石榴村,village,13.59,34.174248,108.702328,,node,14099046839,OpenStreetMap
住宅区,先锋村,village,13.61,34.206787,108.81318,,node,14104566688,OpenStreetMap
住宅区,陈南村,village,13.63,34.272401,108.566485,,node,14078743210,OpenStreetMap
住宅区,赵家村,village,13.71,34.419343,108.704834,,node,14081717075,OpenStreetMap
住宅区,侯村,village,13.72,34.257044,108.570348,,node,14078743209,OpenStreetMap
住宅区,陈皮村,village,13.73,34.276355,108.564468,,node,14078743211,OpenStreetMap
住宅区,三民汉风苑-东区,residential,13.74,34.285878,108.861076,,way,970369870,OpenStreetMap
住宅区,元西村,village,13.74,34.216371,108.597949,,node,4457578429,OpenStreetMap
住宅区,东尚观湖,residential,13.76,34.265171,108.856975,,way,970594676,OpenStreetMap
住宅区,黄家庄村,village,13.76,34.326549,108.857261,,node,14098952274,OpenStreetMap
住宅区,黄家庄村,residential,13.76,34.326478,108.85725,,way,1222956789,OpenStreetMap
住宅区,馥桂园·朗苑,residential,13.77,34.275482,108.859771,,way,970380768,OpenStreetMap
住宅区,相家巷村,village,13.8,34.33897,108.853076,,node,14098952250,OpenStreetMap
住宅区,空港新城,suburb,13.8,34.419622,108.727517,,node,11286420988,OpenStreetMap
住宅区,绿地·湖滨会馆,residential,13.86,34.409684,108.649548,,way,1225022299,OpenStreetMap
住宅区,南石榴村,village,13.87,34.171514,108.707371,,node,14099046841,OpenStreetMap
住宅区,史村,village,13.88,34.353433,108.57764,,node,14076532523,OpenStreetMap
住宅区,鸿锦城罗曼尼,residential,13.89,34.231105,108.840978,,way,997516803,OpenStreetMap
住宅区,凿齿南村,village,13.9,34.180421,108.654942,,node,4458885963,OpenStreetMap
住宅区,甲楼大院,residential,13.9,34.272444,108.860502,,way,970380774,OpenStreetMap
住宅区,陈家庄,village,13.9,34.214332,108.826358,,way,996010979,OpenStreetMap
住宅区,北吴村,village,13.92,34.311384,108.561571,,node,14078743228,OpenStreetMap
住宅区,苏宁云著,residential,13.92,34.222705,108.834675,,way,996109763,OpenStreetMap
住宅区,铭城国际社区,residential,13.92,34.248418,108.851989,大寨路,way,298287165,OpenStreetMap
住宅区,精密西区,residential,13.93,34.277437,108.861961,,way,970380769,OpenStreetMap
住宅区,西郊华府西城港湾2期,residential,13.95,34.273364,108.86132,,way,970380772,OpenStreetMap
住宅区,三民家苑,residential,13.97,34.285782,108.863553,,way,970369873,OpenStreetMap
住宅区,三民馨苑,residential,13.98,34.284994,108.863562,,way,970369872,OpenStreetMap
住宅区,东方米兰国际城,residential,13.98,34.234681,108.844701,,way,973297624,OpenStreetMap
住宅区,策村,village,13.99,34.345071,108.571589,,node,14076532528,OpenStreetMap
住宅区,中航华府,residential,14.02,34.244862,108.851363,,way,973443833,OpenStreetMap
住宅区,绿地·新都会二期,residential,14.03,34.41496,108.660518,,way,1225022318,OpenStreetMap
住宅区,北徐寨村,village,14.04,34.321641,108.861724,,node,14098952278,OpenStreetMap
住宅区,西安高新漳浒寨雷家寨小区,residential,14.04,34.220281,108.834006,,way,996109758,OpenStreetMap
住宅区,德杰花满庭,residential,14.06,34.384431,108.821635,,way,1263246110,OpenStreetMap
住宅区,柳鲁新村,village,14.06,34.170804,108.731768,,node,14099046837,OpenStreetMap
住宅区,英发新苑,residential,14.09,34.229433,108.842356,,way,997516784,OpenStreetMap
住宅区,秦家堡村,village,14.1,34.171785,108.741704,,node,14104566676,OpenStreetMap
住宅区,西散区,hamlet,14.1,34.282543,108.559361,,node,14078743216,OpenStreetMap
住宅区,枣园冶金社区-西区,residential,14.12,34.275931,108.863737,,way,970380781,OpenStreetMap
住宅区,软件公寓,residential,14.15,34.218813,108.83424,雁塔区 天谷六路,way,653695870,OpenStreetMap
住宅区,金域牟嘉,residential,14.15,34.249131,108.85507,,way,973443832,OpenStreetMap
住宅区,雅卓花园,residential,14.16,34.27963,108.864845,,way,970380782,OpenStreetMap
住宅区,来祁寨村,village,14.17,34.322106,108.560992,,node,14078743230,OpenStreetMap
住宅区,白良寨村,village,14.17,34.387926,108.604847,,node,14076532533,OpenStreetMap
住宅区,文义村,village,14.18,34.171336,108.680827,,node,14099046807,OpenStreetMap
住宅区,王守村,village,14.18,34.185978,108.634501,,node,4458885970,OpenStreetMap
住宅区,风尚馨筑,residential,14.19,34.284366,108.86583,,way,1156927809,OpenStreetMap
住宅区,东焦村,village,14.21,34.204729,108.819939,,node,14104566689,OpenStreetMap
住宅区,鲁坡头村,village,14.21,34.168442,108.716898,,node,14099046838,OpenStreetMap
住宅区,南飞鸿天锦,residential,14.22,34.227713,108.842678,,way,997516790,OpenStreetMap
住宅区,301大院,residential,14.23,34.272456,108.864154,,way,970380784,OpenStreetMap
住宅区,大石头村,village,14.23,34.417697,108.76086,,node,14081717063,OpenStreetMap
住宅区,汉城壹号,residential,14.24,34.272183,108.86421,,way,970380785,OpenStreetMap
住宅区,汉都故里,residential,14.24,34.281472,108.865959,,way,1156927810,OpenStreetMap
住宅区,鸿锦城·十年城,residential,14.24,34.225339,108.841027,,way,997516777,OpenStreetMap
住宅区,南窑上,hamlet,14.26,34.423875,108.697645,,node,14081717076,OpenStreetMap
住宅区,真东村,residential,14.26,34.19245,108.620765,,way,448915640,OpenStreetMap
住宅区,鱼化寨街道,suburb,14.26,34.218494,108.835379,,node,11250452177,OpenStreetMap
住宅区,真东村,village,14.27,34.192137,108.621112,,node,4458870864,OpenStreetMap
住宅区,徐寨村,village,14.28,34.319549,108.864878,,node,14098952295,OpenStreetMap
住宅区,南徐寨村,residential,14.29,34.319715,108.864922,,way,1222956749,OpenStreetMap
住宅区,马坊村,village,14.29,34.256884,108.563889,,node,14078743208,OpenStreetMap
住宅区,兴贺佳苑,residential,14.31,34.222563,108.839725,,way,997516769,OpenStreetMap
住宅区,普贤寺村,village,14.33,34.177058,108.77138,,node,14104566681,OpenStreetMap
住宅区,银领花园,residential,14.33,34.232756,108.847756,,way,973297625,OpenStreetMap
住宅区,宏府麒麟山,residential,14.36,34.24838,108.85715,大寨路,way,298283517,OpenStreetMap
住宅区,鸿锦城·天逸,residential,14.36,34.22808,108.844792,,way,997516821,OpenStreetMap
住宅区,绿地国宝21城,residential,14.39,34.417089,108.768023,,way,737718965,OpenStreetMap
住宅区,桂北村,village,14.44,34.327949,108.86447,,node,14098952279,OpenStreetMap
住宅区,空港花园B区,residential,14.45,34.426182,108.71009,,way,854307836,OpenStreetMap
住宅区,真西村,village,14.46,34.192616,108.616928,,node,4458870863,OpenStreetMap
住宅区,空港花园C区,residential,14.46,34.426257,108.713831,,way,854307835,OpenStreetMap
住宅区,真西村,residential,14.49,34.192281,108.616955,,way,448915639,OpenStreetMap
住宅区,朱曹村,village,14.5,34.303142,108.554319,,node,14078743227,OpenStreetMap
住宅区,袁旗寨村,village,14.51,34.195003,108.811656,,node,14104566690,OpenStreetMap
住宅区,融创臻园,neighbourhood,14.52,34.255131,108.862034,,node,14014004561,OpenStreetMap
住宅区,留南村,village,14.55,34.199708,108.605063,,node,4458870868,OpenStreetMap
住宅区,复地优尚国际,residential,14.56,34.230437,108.849064,,way,973297626,OpenStreetMap
住宅区,德杰国际城,residential,14.57,34.386737,108.826746,,way,1263246109,OpenStreetMap
住宅区,六村堡街道,suburb,14.58,34.324795,108.866934,,node,11273984849,OpenStreetMap
住宅区,渭北村,village,14.59,34.206211,108.596411,,node,4458870869,OpenStreetMap
住宅区,袁家堡村,village,14.59,34.339112,108.862174,,node,14098952253,OpenStreetMap
住宅区,宜都村,village,14.6,34.17391,108.654113,,node,14099046808,OpenStreetMap
住宅区,渭柳佳苑,residential,14.61,34.393946,108.818314,,way,608116816,OpenStreetMap
住宅区,真花硙村,village,14.61,34.169632,108.669433,,node,14099046806,OpenStreetMap
住宅区,关庙村,village,14.62,34.34216,108.861166,,node,14098952254,OpenStreetMap
住宅区,留南村,residential,14.62,34.198858,108.605134,,way,448915637,OpenStreetMap
住宅区,底张村,village,14.63,34.419591,108.767469,,node,14081717064,OpenStreetMap
住宅区,关庙村、东市村,residential,14.66,34.343427,108.861076,,way,1222956785,OpenStreetMap
住宅区,义井寨村,village,14.7,34.170152,108.760137,,node,14104566677,OpenStreetMap
住宅区,枣园街道,suburb,14.71,34.271063,108.869224,,node,3060737049,OpenStreetMap
住宅区,赵白村,village,14.71,34.374334,108.582682,,node,14076532521,OpenStreetMap
住宅区,恒大城,residential,14.73,34.248158,108.861332,大寨路,way,298165603,OpenStreetMap
住宅区,良村,village,14.75,34.292666,108.551529,,node,14078743226,OpenStreetMap
住宅区,董村,village,14.76,34.163595,108.70604,,node,14099046843,OpenStreetMap
住宅区,供电局家属院,residential,14.77,34.271013,108.869863,,way,970540797,OpenStreetMap
住宅区,荆寺一村,village,14.78,34.165642,108.74194,,node,14104566675,OpenStreetMap
住宅区,西安市公交一公司5号家属院,residential,14.81,34.271408,108.870422,,way,970540798,OpenStreetMap
住宅区,双永村,village,14.83,34.177,108.639567,,node,14099026468,OpenStreetMap
住宅区,空港花园E区,residential,14.83,34.429558,108.709422,,way,854307833,OpenStreetMap
住宅区,西安市公交一公司4号家属院,residential,14.83,34.273112,108.870988,,way,970540793,OpenStreetMap
住宅区,空港花园A区,residential,14.86,34.429868,108.712721,,way,854307834,OpenStreetMap
住宅区,白良村,village,14.87,34.387926,108.594075,,node,14076532532,OpenStreetMap
住宅区,枣园冶金社区-东区,residential,14.88,34.274498,108.871784,,way,970540794,OpenStreetMap
住宅区,李宅村,village,14.89,34.193494,108.815884,,node,14104566691,OpenStreetMap
住宅区,渭曲坊,residential,14.89,34.204948,108.593469,,way,448915636,OpenStreetMap
住宅区,双照村,village,14.9,34.405251,108.617671,,node,3071733598,OpenStreetMap
住宅区,留位东坡,hamlet,14.93,34.334139,108.556117,,node,14076532530,OpenStreetMap
住宅区,西安市公交一公司6号家属院,residential,14.93,34.271158,108.871645,,way,970540800,OpenStreetMap
住宅区,西安市公交一公司3号家属院,residential,14.96,34.272478,108.87228,,way,970540796,OpenStreetMap
住宅区,保兴村,village,15.0,34.21663,108.580268,,node,4458870908,OpenStreetMap
住宅区,西安市公交一公司2号家属院,residential,15.0,34.270911,108.872414,,way,970540799,OpenStreetMap
住宅区,周家堡村,village,15.01,34.331936,108.869577,,node,14098952273,OpenStreetMap
住宅区,汉城东路社区,residential,15.01,34.265742,108.871198,,way,970594680,OpenStreetMap
公司企业,沣西里商业街区,commercial,0.26,34.294633,108.709958,,way,1018709801,OpenStreetMap
公司企业,沣西新城管委会,government,0.33,34.293644,108.710088,秦都区 尚业路,way,1018709805,OpenStreetMap
公司企业,陕西广电网络西咸数据中心,industrial,1.23,34.288864,108.701954,,way,1018414331,OpenStreetMap
公司企业,中华全国供销合作总社西安生漆涂料研究所,industrial,1.4,34.289915,108.698736,,way,1018414333,OpenStreetMap
公司企业,咸阳沣河集中供热有限公司,industrial,1.48,34.309316,108.71468,秦都区 同文路,way,1019719847,OpenStreetMap
公司企业,众泰电力设备公司,industrial,1.5,34.297071,108.695707,,way,1018671245,OpenStreetMap
公司企业,陕西万泉咸阳环保电力有限公司(已停运),industrial,1.85,34.293247,108.692197,,way,755765805,OpenStreetMap
公司企业,咸阳市公共交通集团公司,commercial,2.28,34.312196,108.696465,,way,1232819145,OpenStreetMap
公司企业,咸阳公交南站,industrial,2.37,34.312836,108.695908,,way,1232819136,OpenStreetMap
公司企业,德福商务中心（建设中）,commercial,2.57,34.274178,108.703546,,way,1317499366,OpenStreetMap
公司企业,泰丰盛合（建设中）,commercial,2.79,34.272062,108.70353,,way,1317499367,OpenStreetMap
公司企业,陕西源杰半导体科技股份有限公司,industrial,3.23,34.286053,108.679068,,way,1317529986,OpenStreetMap
公司企业,陕西津达线缆制造有限公司,industrial,3.24,34.287293,108.678373,,way,1317529985,OpenStreetMap
公司企业,谱尼西北总部大厦,commercial,3.47,34.286579,108.676122,,way,1317529987,OpenStreetMap
公司企业,翱翔小镇展示中心,commercial,3.88,34.273554,108.67994,,way,1317498215,OpenStreetMap
公司企业,陕西航沣新材料有限公司,industrial,4.13,34.273592,108.676294,,way,1317498218,OpenStreetMap
公司企业,沣河森林公园公交调度站,industrial,4.15,34.321992,108.74469,,way,1227559752,OpenStreetMap
公司企业,万博商业综合体,commercial,4.28,34.271431,108.676285,,way,1317486800,OpenStreetMap
公司企业,咸阳公交中心站,industrial,4.3,34.332975,108.697666,,way,1232819148,OpenStreetMap
公司企业,陕西延长石油集团橡胶有限公司,industrial,4.33,34.303177,108.758345,,way,292585510,OpenStreetMap
公司企业,秦创源翱翔小镇,commercial,4.37,34.269376,108.677253,,way,1152622911,OpenStreetMap
公司企业,爱生无人机产业化基地,industrial,4.56,34.272642,108.67136,,way,1017789734,OpenStreetMap
公司企业,宇培西安物流园,industrial,4.82,34.26788,108.672346,,way,1017764705,OpenStreetMap
公司企业,科创智慧产业园,commercial,4.92,34.274577,108.758694,,way,1230880858,OpenStreetMap
公司企业,伟星新材西安工业园,industrial,4.93,34.262402,108.677221,,way,1317049967,OpenStreetMap
公司企业,三一重工陕西6S中心,industrial,4.97,34.320556,108.757351,,way,969224585,OpenStreetMap
公司企业,华研检测集团有限责任公司,commercial,5.28,34.265118,108.755388,长安区,way,1001992348,OpenStreetMap
公司企业,林鑫物流(沣东物流中心),industrial,5.29,34.302028,108.769128,,way,595680340,OpenStreetMap
公司企业,中兴深蓝科技产业园,commercial,5.31,34.263388,108.753997,长安区 沣东大道,way,1001992346,OpenStreetMap
公司企业,航天科工西北科技创新产业园,commercial,5.53,34.265051,108.758926,长安区 科源三路,way,1001992349,OpenStreetMap
公司企业,文创小镇,commercial,5.61,34.246521,108.722575,长安区,way,999987908,OpenStreetMap
公司企业,西部生命科学园,commercial,5.61,34.258114,108.752073,,way,1001982813,OpenStreetMap
公司企业,天海星沣东数码工坊,commercial,5.62,34.262507,108.757618,长安区 沣东大道,way,1001982790,OpenStreetMap
公司企业,咸阳火车站公交场站,industrial,5.71,34.345031,108.73132,,way,1232819150,OpenStreetMap
公司企业,西安北方试验测试研究中心,commercial,5.77,34.265071,108.762258,长安区 科源三路 69,way,1001970673,OpenStreetMap
公司企业,咸阳公交西站,industrial,5.81,34.329286,108.663066,,way,1232819146,OpenStreetMap
公司企业,咸阳沣河集中供热有限公司Ⅲ区热源厂,industrial,5.87,34.308804,108.774087,,way,755618391,OpenStreetMap
公司企业,康鸿产业园,commercial,5.9,34.262674,108.761824,长安区 科源东路,way,1001970679,OpenStreetMap
公司企业,西部慧谷,commercial,6.08,34.258114,108.759412,长安区,way,1001982792,OpenStreetMap
公司企业,中国电子彩虹光电科技有限公司,industrial,6.13,34.283795,108.647026,,way,755618373,OpenStreetMap
公司企业,国际科创商务广场,commercial,6.18,34.260045,108.763084,,way,1001970680,OpenStreetMap
公司企业,协同创新港,commercial,6.33,34.258133,108.763175,长安区 复兴大道,way,1001970686,OpenStreetMap
公司企业,中国电信,telecommunication,6.42,34.315799,108.777743,秦都区 凤栖路,node,8979002282,OpenStreetMap
公司企业,沣东新城政务中心,commercial,6.46,34.262999,108.76976,长安区,way,608116716,OpenStreetMap
公司企业,安博西安沣西物流中心,industrial,6.47,34.245606,108.677334,,relation,13689117,OpenStreetMap
公司企业,中国国际丝路中心,commercial,6.71,34.257886,108.768447,,way,1001795221,OpenStreetMap
公司企业,中国中铁七局集团第三工程有限公司,company,6.89,34.358103,108.715397,,node,13270265914,OpenStreetMap
公司企业,高端装备研究所,research,7.01,34.256032,108.653257,,node,8108045379,OpenStreetMap
公司企业,咸阳市长途线务局,yes,7.12,34.356799,108.686903,,node,8600824248,OpenStreetMap
公司企业,创新港公交调度站,industrial,7.48,34.252301,108.65033,,way,1035751971,OpenStreetMap
公司企业,陕西省天然气股份有限公司咸阳分公司,industrial,7.48,34.363264,108.717922,,way,1445761388,OpenStreetMap
公司企业,咸阳公交北站,industrial,7.58,34.364294,108.715312,,way,1232819149,OpenStreetMap
公司企业,五得利集团咸阳面粉有限公司,industrial,7.7,34.328735,108.637955,,way,755625969,OpenStreetMap
公司企业,西安沣东自贸产业园,industrial,7.71,34.28906,108.795435,未央区 征和四路 2168,way,1019747199,OpenStreetMap
公司企业,特高压实验室,industrial,8.15,34.253478,108.639881,,way,1230119793,OpenStreetMap
公司企业,中国西部核能技术研究院,research,8.37,34.25475,108.635958,,way,1048983182,OpenStreetMap
公司企业,长庆石化,industrial,8.6,34.36257,108.760071,,way,292039956,OpenStreetMap
公司企业,启航时代广场,commercial,8.95,34.302398,108.809174,,way,969242833,OpenStreetMap
公司企业,中国西部国际车城,commercial,9.22,34.293067,108.812285,未央区 58,way,292664585,OpenStreetMap
公司企业,天章大道公交调度站,industrial,9.64,34.304309,108.816447,,way,1227505857,OpenStreetMap
公司企业,陕西省高速公路建设集团公司西宝分公司,commercial,9.8,34.25168,108.803988,长安区 连霍高速,way,997678840,OpenStreetMap
公司企业,沣东文化广场,commercial,9.87,34.259405,108.809804,,way,997806686,OpenStreetMap
公司企业,万象域,commercial,9.96,34.294226,108.820342,,way,1019950031,OpenStreetMap
公司企业,鱼化汽车产业园,industrial,10.39,34.241277,108.803455,,way,997664904,OpenStreetMap
公司企业,西安车辆厂,industrial,10.6,34.301985,108.827141,,way,292598201,OpenStreetMap
公司企业,金龙鱼,industrial,10.71,34.307352,108.596174,,way,755625966,OpenStreetMap
公司企业,西咸智轨1号线联合车库,industrial,10.84,34.202724,108.745342,,way,1090923910,OpenStreetMap
公司企业,四腾科技产业园,commercial,10.88,34.243772,108.811992,雁塔区 鱼跃路 57,way,841110067,OpenStreetMap
公司企业,慧康生物科技有限责任公司,industrial,11.02,34.244031,108.813941,,way,841110065,OpenStreetMap
公司企业,陕西东风海印刷厂,industrial,11.1,34.244438,108.815241,雁塔区 富源四路,way,997653266,OpenStreetMap
公司企业,鱼化光电电子科技产业园,commercial,11.32,34.243802,108.81764,雁塔区 鱼跃路,way,841110089,OpenStreetMap
公司企业,秦汉汽车零部件产业园,industrial,11.59,34.396549,108.677762,,way,1236768522,OpenStreetMap
公司企业,阿房二路公交调度站,industrial,11.69,34.274281,108.836434,,way,1227559754,OpenStreetMap
公司企业,南何村公交车场,industrial,12.05,34.271689,108.839782,,way,1446908032,OpenStreetMap
公司企业,中国移动,telecommunication,12.09,34.27675,108.841439,未央区,node,8980229190,OpenStreetMap
公司企业,中国电信,telecommunication,12.19,34.275029,108.84218,未央区,node,8980229189,OpenStreetMap
公司企业,中国移动,telecommunication,12.28,34.270732,108.842071,未央区 阿房一路,node,8980229093,OpenStreetMap
公司企业,中国移动,telecommunication,12.37,34.284251,108.845832,未央区 阿房四路,node,8980017745,OpenStreetMap
公司企业,二府庄工业园,industrial,12.6,34.241066,108.831822,,way,997225779,OpenStreetMap
公司企业,际华园冰雪运动中心,commercial,12.68,34.393457,108.784131,,way,1263155807,OpenStreetMap
公司企业,西安宝能新能源汽车产业园,industrial,12.79,34.411204,108.709244,,way,854307745,OpenStreetMap
公司企业,西部欣桥农产品物流中心,industrial,12.79,34.250188,108.839598,,way,1329421644,OpenStreetMap
公司企业,中国电信,telecommunication,12.88,34.271349,108.848912,未央区 阿房路,node,8981773608,OpenStreetMap
公司企业,中国移动,telecommunication,12.88,34.271484,108.848911,未央区 阿房路,node,8981773609,OpenStreetMap
公司企业,西安热电有限责任公司,industrial,12.92,34.258481,108.844979,,way,372815755,OpenStreetMap
公司企业,Xian-Xianyang 594,industrial,12.94,34.375988,108.609425,,way,364429029,OpenStreetMap
公司企业,康师傅控股西安顶益食品有限公司制面工厂,industrial,12.95,34.358431,108.831211,,way,755618365,OpenStreetMap
公司企业,中国移动,telecommunication,13.08,34.274686,108.851928,莲湖区 丰盛路,node,8981784889,OpenStreetMap
公司企业,法士特齿轮有限公司,industrial,13.15,34.276763,108.853234,,way,970380760,OpenStreetMap
公司企业,中国电信,telecommunication,13.19,34.269979,108.852017,莲湖区 大庆路 862,node,8982468982,OpenStreetMap
公司企业,定舟纸箱产业园,industrial,13.25,34.206602,108.616928,,way,448900771,OpenStreetMap
公司企业,中国联通,telecommunication,13.26,34.246461,108.843101,雁塔区 大寨路,node,9008320525,OpenStreetMap
公司企业,中国电信,telecommunication,13.29,34.266984,108.85228,莲湖区,node,8982469003,OpenStreetMap
公司企业,中国电信,telecommunication,13.37,34.27331,108.854812,莲湖区 枣园南路 22,node,8981784890,OpenStreetMap
公司企业,西安市城市快速干道管理中心,commercial,13.5,34.291719,108.858877,,way,1456617142,OpenStreetMap
公司企业,中国电信,telecommunication,13.56,34.279568,108.858242,莲湖区 枣园西路,node,8980116980,OpenStreetMap
公司企业,团结西路公交调度站,industrial,13.74,34.266706,108.857238,,way,1227505860,OpenStreetMap
公司企业,中国移动,telecommunication,13.78,34.266288,108.857589,莲湖区 团结西路,node,8982754111,OpenStreetMap
公司企业,空港新城商务中心,commercial,13.79,34.419673,108.726406,,way,854307779,OpenStreetMap
公司企业,长征混凝土,industrial,13.88,34.349498,108.848686,,way,1222465333,OpenStreetMap
公司企业,天谷四路公交调度站,industrial,13.9,34.225273,108.836506,,way,1227505865,OpenStreetMap
公司企业,枣园公交车场,industrial,13.92,34.280069,108.862303,,way,1446908031,OpenStreetMap
公司企业,起重机厂,industrial,13.92,34.25893,108.856676,,way,1329421639,OpenStreetMap
公司企业,骊山汽车厂,industrial,13.93,34.282543,108.862716,,way,1238885654,OpenStreetMap
公司企业,三民馨苑公交调度站,industrial,13.96,34.283649,108.86323,,way,1456626854,OpenStreetMap
公司企业,深圳航空西安分公司,commercial,13.99,34.421084,108.730492,,way,1270345821,OpenStreetMap
公司企业,中国南方航空西安分公司,commercial,14.09,34.422278,108.72706,,way,1270345817,OpenStreetMap
公司企业,西安市市政道桥建设有限公司,industrial,14.13,34.350173,108.851257,,way,1222465334,OpenStreetMap
公司企业,Dyness,company,14.21,34.212153,108.828432,,node,11013652509,OpenStreetMap
公司企业,西安秦华天然气,industrial,14.22,34.352714,108.850923,,way,1222465328,OpenStreetMap
公司企业,四川航空陕西分公司,commercial,14.25,34.423533,108.729172,,way,1270345816,OpenStreetMap
公司企业,皂河东路公交调度站,industrial,14.27,34.366556,108.841908,,way,1222465364,OpenStreetMap
公司企业,西安国家数字出版基地,commercial,14.31,34.211308,108.829089,雁塔区 天谷七路 996,way,727384450,OpenStreetMap
公司企业,国亨食品交易中心,industrial,14.33,34.290498,108.867856,,way,1456617143,OpenStreetMap
公司企业,汉都故里公交车场,industrial,14.4,34.282716,108.86793,,way,1446908030,OpenStreetMap
公司企业,庆安厂,industrial,14.41,34.268517,108.865208,,relation,18230500,OpenStreetMap
公司企业,六村堡物流中心,industrial,14.44,34.353687,108.852951,,way,1222465335,OpenStreetMap
公司企业,云水国际,commercial,14.52,34.214095,108.834846,,way,1301139174,OpenStreetMap
公司企业,西安空港企业总部基地A区,commercial,14.55,34.426775,108.722782,,way,1270345815,OpenStreetMap
公司企业,中外合资西安新意达建筑制品有限公司,industrial,14.62,34.359859,108.851329,,way,976997014,OpenStreetMap
公司企业,幸福航空总部基地中心,commercial,14.62,34.427094,108.726484,,way,1270345813,OpenStreetMap
公司企业,中国电信,telecommunication,14.63,34.270911,108.868225,莲湖区 大庆路 23,node,8981957472,OpenStreetMap
公司企业,西安软件新城软件研发基地,commercial,14.63,34.207593,108.829733,雁塔区 天谷八路 156,way,727384451,OpenStreetMap
公司企业,中软国际,company,14.7,34.209706,108.832973,,node,11166339905,OpenStreetMap
公司企业,国亨东区小食品城,industrial,14.7,34.29014,108.871802,,way,1456617144,OpenStreetMap
公司企业,中国电子西安产业园,commercial,14.73,34.368393,108.84647,未央区 尚稷路,way,755618402,OpenStreetMap
公司企业,西安联运物流,industrial,14.75,34.3525,108.857489,,way,1222465338,OpenStreetMap
公司企业,西安环普国际科技园,commercial,14.8,34.211309,108.836085,雁塔区 天谷八路 211,way,727377596,OpenStreetMap
公司企业,冶金厂,industrial,14.84,34.279237,108.872235,,way,363722862,OpenStreetMap
公司企业,正广通物流园,industrial,14.84,34.35423,108.857526,,way,1222465336,OpenStreetMap
公司企业,西安印钞厂,industrial,14.85,34.265246,108.869179,,way,246088047,OpenStreetMap
公司企业,西安公交一公司,industrial,14.87,34.271925,108.871198,,way,1227509654,OpenStreetMap
公司企业,西安三志物流,industrial,14.95,34.35302,108.859599,,way,1222465339,OpenStreetMap
公司企业,智巢未来港,commercial,15.0,34.369333,108.849316,未央区 草滩十路 999,way,976997012,OpenStreetMap
公司企业,西安公交四公司,industrial,15.04,34.271453,108.872925,,way,1227509653,OpenStreetMap
医院,陕西中医药大学第二附属医院(西咸院区),hospital,1.9,34.310137,108.723965,秦都区 龙台观路 831,way,1019369951,OpenStreetMap
医院,陕西省核工业二一五医院,hospital,4.2,34.330235,108.692098,,way,1126159203,OpenStreetMap
医院,中国·咸阳肿瘤医院,hospital,4.53,34.322307,108.749832,秦都区 世纪大道,way,969224584,OpenStreetMap
医院,西安交通大学附属创新港医院,hospital,5.87,34.264137,108.661287,,way,1017533273,OpenStreetMap
医院,咸阳市第一人民医院,hospital,6.04,34.350101,108.703783,,way,1241530470,OpenStreetMap
医院,西安交通大学校医院创新港门诊部,yes,6.64,34.260499,108.65403,,node,11407735081,OpenStreetMap
医院,武警医院,hospital,10.83,34.28442,108.829023,,node,3463314725,OpenStreetMap
医院,西安冶金医院,hospital,13.98,34.275619,108.862081,莲湖区 枣园西路 40,way,970380779,OpenStreetMap
学校,沣西新城第一学校,school,0.3,34.29858,108.710428,秦都区 同德路,way,1018709749,OpenStreetMap
学校,沣西新城实验幼儿园,kindergarten,0.38,34.299263,108.710278,秦都区 同德路,way,1018709748,OpenStreetMap
学校,陕西国际商贸学院,college,0.47,34.299892,108.714451,秦都区 统一西路 35,way,411214810,OpenStreetMap
学校,沣西中学,school,0.86,34.302616,108.717161,秦都区,way,1019369999,OpenStreetMap
学校,陕西服装工程学院,college,0.94,34.304557,108.713267,秦都区 同文路 1,way,411214809,OpenStreetMap
学校,陕西科技大学镐京学院,university,1.2,34.304756,108.719912,秦都区 统一西路,way,1019369972,OpenStreetMap
学校,沣西第三小学,school,1.34,34.294445,108.726407,秦都区 八里庄路,way,1018741426,OpenStreetMap
学校,沣西新城第三幼儿园,kindergarten,1.42,34.294784,108.727326,秦都区 八里庄路,way,1018741430,OpenStreetMap
学校,咸阳职业技术学院,college,1.96,34.297707,108.733208,秦都区 统一西路 1,way,411214811,OpenStreetMap
学校,沣西实验学校,school,2.24,34.311599,108.727655,秦都区 白马河路,way,1019311429,OpenStreetMap
学校,钓台中学,school,2.33,34.285439,108.690209,秦都区 咸户路,way,1018318622,OpenStreetMap
学校,西北工业大学沣西校区(建设中),school,2.36,34.274958,108.71136,,way,1537934669,OpenStreetMap
学校,沣西新城第四学校,school,2.4,34.30648,108.73494,秦都区 季家路,way,1018754181,OpenStreetMap
学校,沣润和园幼儿园,kindergarten,2.49,34.309741,108.733652,秦都区 龙台观路,way,1019311399,OpenStreetMap
学校,沣西新城第一小学尚雅校区,school,2.59,34.278781,108.693322,,way,1317051455,OpenStreetMap
学校,陕西中医药大学,university,3.28,34.317065,108.737313,,way,411214812,OpenStreetMap
学校,沣西新城第二学校,school,3.31,34.278796,108.682739,,way,962020764,OpenStreetMap
学校,清渭公馆幼儿园,kindergarten,3.37,34.324632,108.724769,,node,14079981917,OpenStreetMap
学校,创新港西安交通大学附属小学东马坊分校,school,3.61,34.264629,108.702624,,way,1317051456,OpenStreetMap
学校,启迪中学,school,3.64,34.324774,108.73141,,way,1547506415,OpenStreetMap
学校,咸阳市秦都区沣东中心幼儿园,kindergarten,3.75,34.299442,108.752663,秦都区 统一东路,way,1002318447,OpenStreetMap
